token	apariciones	ejemplos (Strong: definición)
navigation	1	G4144: Navegación. Navegar, es decir, navigation
accepter	1	G4381: Acepción. Accepter de rostro (individuo), es decir, (especialmente), uno exhibiting partiality
exhibiting	1	G4381: Acepción. Accepter de rostro (individuo), es decir, (especialmente), uno exhibiting partiality
critical	1	G2924: Discierne. Decisive ("critical"), es decir, discriminative
adjoin	1	G4927: Border junto, es decir, adjoin
none	1	G3762: Nada. No aun uno (hombre, mujer o cosa), es decir, none, nobody, nada
nobody	1	G3762: Nada. No aun uno (hombre, mujer o cosa), es decir, none, nobody, nada
imputation	1	G1777: Sujetos. Liable a (condición, pena o imputation)
stormy	1	G5189: Repentino. Stormy (como si smoky)
improve	1	G1805: Redimió. Buy arriba, es decir, ransom; figurativamente, a librar de pérdida (improve opportunity)
attainment	1	G1949: Tomó. Apoderarse (para ayuda, injury, attainment, o cualquier otro propósito; literal o figurativamente)
lazarus	1	G2976: Lázaro. Lazarus (es decir, Elazar), nombre de dos Israelitas (uno imaginary)
antagonize	1	G464: Combatiendo. Lucha contra (figurativamente) ("antagonize")
illegality	1	G458: Maldad. Illegality, es decir, violation de ley o (genitivo caso) maldad
juan	1	G2491: Juan. Joannes (es decir, Jochanan), nombre de cuatro Israelitas
surrendered	1	G1560: Entregado. Dado fuera o sobre, es decir, surrendered
braggart	1	G213: Altivos. Braggart
absurdity	1	G3472: Locura. Necedad, es decir, absurdity
doors	1	G1854: Fuera(-lado, de doors), literal o figurativamente
wretchedness	1	G5004: Desventura. Wretchedness, es decir, calamidad
inclusive	1	G2250: Día, es decir, (literalmente) tiempo espacio entre alba y oscuro, o entero 24 hours (pero varios días eran habitualmente reckoned por Judíos como inclusive de partes de ambos extremes); figurativamente, period (siempre defined…
extremes	1	G2250: Día, es decir, (literalmente) tiempo espacio entre alba y oscuro, o entero 24 hours (pero varios días eran habitualmente reckoned por Judíos como inclusive de partes de ambos extremes); figurativamente, period (siempre defined…
philadelphia	1	G5359: Filadelfia. Philadelphia, lugar en Asia Menor
roofing	1	G1846: Que su potencia. Dig fuera, es decir, (por extensión) a extract (ojo), quitar (roofing)
blunted	1	G2974: Mudo. Blunted, es decir, (figurativamente) de hearing (deaf) o habla (mudo)
intrinsic	1	G703: Alabanza. Propiamente, manliness (valor), es decir, excellence (intrinsic o attributed)
attributed	1	G703: Alabanza. Propiamente, manliness (valor), es decir, excellence (intrinsic o attributed)
vices	1	G766: Lascivias. Licentiousness (veces incluido otro vices)
conduce	1	G4851: Mejor. Llevar junto (contribute), es decir, (literalmente) a recoger, o (figurativamente) a conduce; especialmente (neutro participio como sustantivo) advantage
tanner	1	G1038: Curtidor. Tanner
inexpressible	1	G731: Secretas. Unsaid, es decir, (por implicación) inexpressible
accordance	1	G4857: Concordia. Accordance
simon	1	G4613: Simón. Simon (es decir, Shimon), nombre de nueve Israelitas
dresser	1	G1102: Que ningún lavador. Tela-dresser
selfish	1	G5367: Amadores de sí mismos. Aficionado de sí mismo, es decir, selfish
inconvenient	1	G428: Cómodo. No bien poner, es decir, inconvenient
inheritor	1	G2818: Heredero. Sharer por suerte, es decir, inheritor (literal o figurativamente); por implicación, possessor
possessor	1	G2818: Heredero. Sharer por suerte, es decir, inheritor (literal o figurativamente); por implicación, possessor
encouraged	1	G2174: También esté de buen ánimo. Ser en bueno spirits, es decir, sentir encouraged
curing	1	G2392: Sanidad. Curing (acto)
calla	1	G4623: Calla. Propiamente, muteness, es decir, involuntary stillness, o inability a hablar; y así diferente de G4602 (σιγή), el cual es más bien voluntario refusal o indisposition a hablar, aunque terms son menudo usado synonymousl…
muteness	1	G4623: Calla. Propiamente, muteness, es decir, involuntary stillness, o inability a hablar; y así diferente de G4602 (σιγή), el cual es más bien voluntario refusal o indisposition a hablar, aunque terms son menudo usado synonymousl…
inability	1	G4623: Calla. Propiamente, muteness, es decir, involuntary stillness, o inability a hablar; y así diferente de G4602 (σιγή), el cual es más bien voluntario refusal o indisposition a hablar, aunque terms son menudo usado synonymousl…
indisposition	1	G4623: Calla. Propiamente, muteness, es decir, involuntary stillness, o inability a hablar; y así diferente de G4602 (σιγή), el cual es más bien voluntario refusal o indisposition a hablar, aunque terms son menudo usado synonymousl…
husks	1	G5597: Restregándolas. Triturate, es decir, (por analogía) a frotar fuera (kernels de husks con fingers o mano)
collate	1	G4793: Acomodando. Juzgar de uno cosa en conexión con otro, es decir, combine (espiritual ideas con appropriate expressions) o collate (uno persona con otro por modo de contrast o semejanza)
minstrel	1	G3451: Músicos. "musical", es decir, (como sustantivo) minstrel
trustful	1	G4103: Fiel. En sentido objetivo, trustworthy; en sentido subjetivo, trustful
reaping	1	G2326: Mies. Reaping, es decir, cosecha
mateo	1	G3156: Mateo. Matthæus (es decir, Matthitjah), un israelita y Cristiano
adriatic	1	G99: Adriático. Adriatic mar (incluido Ionian)
prejudice	1	G4299: Perjuicio. Prejudgment (prejudice), es decir, prepossession
vernacular	1	G1042: Knoll; gabbatha, vernacular término para Romano tribunal en Jerusalén
vernal	1	G3797: Tardía. Later, es decir, vernal (showering)
deportment	1	G5158: Manera. Volver, es decir, (por implicación) modo o style (especialmente con preposición o relativo prefijo como adverbio, como); figurativamente, deportment o carácter
illegitimate	1	G3541: Bastardos. Spurious o illegitimate hijo
curbing	1	G5469: Frenos. Curb o cabeza-puesto (como curbing espíritu)
leper	1	G3015: Leproso. Scaly, es decir, leprous (leper)
answers	1	G3081: Mejor. Impersonalmente, ello answers propósito, es decir, es advantageous
nymph	1	G3564: Nimfas. Nymph-dado (es decir, -nacido); Nymphas, Cristiano
dispersion	1	G1290: Esparcidos. Dispersion, es decir, (especialmente y en concreto) (converted) Israelita resident en Gentil countries
converted	1	G1290: Esparcidos. Dispersion, es decir, (especialmente y en concreto) (converted) Israelita resident en Gentil countries
countries	1	G1290: Esparcidos. Dispersion, es decir, (especialmente y en concreto) (converted) Israelita resident en Gentil countries
irritable	1	G5520: Os enojáis. Ser bilious, es decir, (por implicación) irritable (enraged, "choleric")
letting	1	G2970: Banqueteos. Carousal (como si letting suelto)
glimmer	1	G1306: Esclarezca. Glimmer través de, es decir, romper (como día)
rapacious	1	G727: Ladrón. Rapacious
matthias	1	G3159: Matías. Matthias (es decir, Mattithjah), un israelita
berate	1	G5396: Parlando. Ser babbler o trifler, es decir, (por implicación) a berate idly o mischievously
mischievously	1	G5396: Parlando. Ser babbler o trifler, es decir, (por implicación) a berate idly o mischievously
dirtiness	1	G4507: Inmundicia. Dirtiness (moralmente)
expounded	1	G411: Inefable. No expounded en lleno, es decir, indescribable
indescribable	1	G411: Inefable. No expounded en lleno, es decir, indescribable
chances	1	G2819: Suerte. Morir (para dibujo chances); por implicación, porción (como si así secured); por extensión, acquisition (especialmente patrimony, figurativamente)
secured	1	G2819: Suerte. Morir (para dibujo chances); por implicación, porción (como si así secured); por extensión, acquisition (especialmente patrimony, figurativamente)
boldness	1	G2294: Aliento. Boldness (en sentido subjetivo)
stutter	1	G945: Seáis prolijos. Stutter, es decir, (por implicación) a prate tediously
tediously	1	G945: Seáis prolijos. Stutter, es decir, (por implicación) a prate tediously
torturer	1	G930: Verdugos. Torturer
handling	1	G5586: Piedra. Pebble (como worn liso por handling), es decir, (por implicación, de uso como counter o ballot) verdict (de acquittal) o ticket (de admission); vote
ballot	1	G5586: Piedra. Pebble (como worn liso por handling), es decir, (por implicación, de uso como counter o ballot) verdict (de acquittal) o ticket (de admission); vote
acquittal	1	G5586: Piedra. Pebble (como worn liso por handling), es decir, (por implicación, de uso como counter o ballot) verdict (de acquittal) o ticket (de admission); vote
ticket	1	G5586: Piedra. Pebble (como worn liso por handling), es decir, (por implicación, de uso como counter o ballot) verdict (de acquittal) o ticket (de admission); vote
assiduous	1	G2145: Decente. Sitting bien hacia, es decir, (figurativamente) assiduous (neutro, diligent servicio)
tabernacles	1	G4634: Tabernáculos. Fiesta de Tabernacles (así llamado de custom de erecting booths para temporary homes)
erecting	1	G4634: Tabernáculos. Fiesta de Tabernacles (así llamado de custom de erecting booths para temporary homes)
homes	1	G4634: Tabernáculos. Fiesta de Tabernacles (así llamado de custom de erecting booths para temporary homes)
crib	1	G5336: Pesebre. Crib (para fodder)
grieved	1	G4036: Muy triste. Grieved todo alrededor, es decir, intensamente sad
heavenly	1	G3968: Tierra. Padre-tierra, es decir, natural poblado; (figurativamente) heavenly hogar
uninterruptedly	1	G89: Sin cesar. Uninterruptedly, es decir, sin omission (en appropriate ocasión)
omission	1	G89: Sin cesar. Uninterruptedly, es decir, sin omission (en appropriate ocasión)
diffusive	1	G892: Paja. Chaff (como diffusive)
disdain	1	G2662: Hollada. Pisotear abajo; figurativamente, a reject con disdain
gambling	1	G2940: Estratagema. Gambling, es decir, (figurativamente) artifice o fraud
artifice	1	G2940: Estratagema. Gambling, es decir, (figurativamente) artifice o fraud
pitiable	1	G1652: Miserable. Pitiable
tolerance	1	G463: Paciencia. Sí mismo-restricción, es decir, tolerance
fumigate	1	G2370: Poner el incienso. Fumigate, es decir, offer aromático fumes
fumes	1	G2370: Poner el incienso. Fumigate, es decir, offer aromático fumes
campaigner	1	G4961: Compañero. A co-campaigner, es decir, (figurativamente) asociar en Cristiano fatiga
matters	1	G3199: Curas. Ser de interés to, es decir, a concern (solo tercera persona singular presente indicative usado impersonalmente, ello matters)
metrical	1	G5603: Cántico. Chant o "ode" (general término para cualquier palabras sung; mientras G5215 (ὕμνος) denota especialmente religiosa metrical composition, y G5568 (ψαλμός) todavía más especialmente, Hebreo cantillation)
distract	1	G4049: Se distraía. Drag todo alrededor, es decir, (figurativamente) a distract (con cuidado)
replenish	1	G3325: Llenos. Replenish, es decir, (por implicación) a intoxicate
omit	1	G1587: Falte. Omit, es decir, (por implicación) cease (morir)
john	1	G3056: Razón. Algo dicho (incluido pensamiento); por implicación, tema (sujeto de discurso), también razonamiento (mental facultad) o motivo; por extensión, cálculo; especialmente, (con artículo en John) Divino Expr…
scent	1	G3605: Ya. Scent (habitualmente mal "odor")
acrid	1	G4089: Amarga. Agudo (pungent), es decir, acrid (literal o figurativamente)
invitation	1	G2821: Vocación. Invitation (figurativamente)
excessive	1	G4053: Mayor. Superabundant (en cantidad) o superior (en cualidad); por implicación, excessive; adverbialmente (con G1537 (ἐκ)) violentamente; neutro (como sustantivo) preeminence
twaddle	1	G3026: Twaddle, es decir, incredible relato
qualify	1	G2427: Hizo aptos. Enable, es decir, qualify
glorious	1	G1392: Glorifica. Representar (o esteem) glorious (en sentido amplio)
diverge	1	G1327: Salidas. Outlet través de, es decir, probablemente abierto square (de el cual roads diverge)
breakfast	1	G712: Comer. Mejor comida (o breakfast; quizá de ("temprano")), es decir, luncheon
luncheon	1	G712: Comer. Mejor comida (o breakfast; quizá de ("temprano")), es decir, luncheon
harvesting	1	G1407: Hoz. Gathering gancho (especialmente para harvesting)
mingle	1	G2767: Beber. Mingle, es decir, (por implicación) a derramar fuera (para drinking)
impart	1	G4323: Conferí. Poner arriba en addition, es decir, (medio voz y figurativamente) a impart o (por implicación) a consult
cousin	1	G431: Sobrino. Propiamente, akin, es decir, (especialmente) cousin
rot	1	G1311: Pereció. Rot a fondo, es decir, (por implicación) a ruina (pasivamente, corrupción del todo, figurativamente, pervertir)
amid	1	G3326: Entre. Propiamente, denotando accompaniment; "amid" (local o causal); modified variously conforme a caso (genitivo asociación, o acusativo succession) con el cual ello es joined; occupying intermediate posición entre…
intermediate	1	G3326: Entre. Propiamente, denotando accompaniment; "amid" (local o causal); modified variously conforme a caso (genitivo asociación, o acusativo succession) con el cual ello es joined; occupying intermediate posición entre…
dispensation	1	G4930: Fin. Entire cumplimiento, es decir, consummation (de dispensation)
inexorable	1	G448: Sin misericordia. Inexorable
flourishing	1	G5611: Hermosa. Perteneciente a derecho hour o tiempo (timely), es decir, (por implicación) flourishing (beauteous (figurativamente))
beauteous	1	G5611: Hermosa. Perteneciente a derecho hour o tiempo (timely), es decir, (por implicación) flourishing (beauteous (figurativamente))
prescribed	1	G1485: Rito. Uso (prescribed por habit o ley)
shapeless	1	G809: Son menos honestos. Propiamente, shapeless, es decir, (figurativamente) inelegant
inelegant	1	G809: Son menos honestos. Propiamente, shapeless, es decir, (figurativamente) inelegant
fills	1	G4138: Llenas. Repletion o cumplimiento, es decir, (en sentido subjetivo) qué fills (como contents, supplement, copiousness, multitude), o (en sentido objetivo) qué es filled (como container, performance, period)
assassination	1	G1748: Acechan. Lurk, es decir, (figurativamente) parcela assassination
smearing	1	G5545: Unción. Unguent o smearing, es decir, (figurativamente) especial endowment ("chrism") de Holy Espíritu
proposal	1	G4286: Propósito. Setting adelante, es decir, (figurativamente) proposal (intention); especialmente, mostrar-pan (en Templo) como exposed delante de Dios
praised	1	G1866: Epeneto. Praised; Epænetus, Cristiano
philanthropic	1	G2109: Haciendo bienes. Ser philanthropic
primeval	1	G744: Viejo. Original o primeval
super	1	G5248: Sobrepujó. Super-abound
phage	1	G967: Bethfagé. Figurativamente-casa; Beth-phage, lugar en Palestina
implant	1	G5452: Plantó. Poner fuera en tierra, es decir, implant; figurativamente, a instil doctrine
creditor	1	G586: Diezmos. Tithe (como debtor o creditor)
testifier	1	G5576: Dirás falso testimonio. Ser untrue testifier, es decir, offer falsehood en evidencia
partisans	1	G2265: Herodianos. Herodians, es decir, partisans de Herod
silvery	1	G694: Plata. Silvery, es decir, (por implicación) cash; especialmente, silverling (es decir, drachma o shekel)
cash	1	G694: Plata. Silvery, es decir, (por implicación) cash; especialmente, silverling (es decir, drachma o shekel)
reconciler	1	G3316: Mediador. A ir-entre, es decir, (simplemente) internunciator, o (por implicación) reconciler (intercessor)
anticipation	1	G603: Continuo anhelar. Intense anticipation
becoming	1	G2520: Conviene. Alcanzar to, es decir, (neutro de presente activo participio, figurativamente como adjetivo) becoming
haste	1	G5034: Brief espacio (de tiempo), es decir, (con G1722 (ἐν) prefixed) en haste
entitle	1	G1941: Apelando. Entitle; por implicación, a invoke (para ayuda, adoración, testimony, decisión, etc..)
nudge	1	G3572: Le abrió. Prick ("nudge")
accessible	1	G952: Profano. Accessible (como por crossing puerta-modo), es decir, (por implicación, de Judío notions) heathenish, malvado
notions	1	G952: Profano. Accessible (como por crossing puerta-modo), es decir, (por implicación, de Judío notions) heathenish, malvado
followed	1	G3303: Parte. Propiamente, indicative de affirmation o concession (en fact); habitualmente followed por contrasted clause con G1161 (δέ) (este uno, former, etc..)
contrasted	1	G3303: Parte. Propiamente, indicative de affirmation o concession (en fact); habitualmente followed por contrasted clause con G1161 (δέ) (este uno, former, etc..)
clause	1	G3303: Parte. Propiamente, indicative de affirmation o concession (en fact); habitualmente followed por contrasted clause con G1161 (δέ) (este uno, former, etc..)
eventuate	1	G576: Se me tornará. Literalmente, a disembark; figurativamente, a eventuate
connected	1	G3957: Pascua. Passover (comida, día, fiesta o especial sacrifices connected con ello)
reading	1	G320: Lectura. (acto de) reading
preside	1	G4291: Presiden. Estar en pie delante de, es decir, (en rango) a preside, o (por implicación) a practicar
detail	1	G312: Relataron. Anunciar (en detail)
cretan	1	G2912: Cretenses. Cretan, es decir, habitante de Crete
implications	1	G1097: Saber. "conocer" (absolutamente) en grande variedad de aplicaciones y con muchos implications (como seguir, con otros no así clearly expressed)
cornered	1	G5068: Puesta en cuadro. Cuatro-cornered, es decir, square
betwixt	1	G3342: Tanto. Betwixt (de lugar o persona); (de tiempo) como adjetivo, intervening, o (por implicación) adjoining
myra	1	G3460: Mira. Myra, lugar en Asia Menor
sufficient	1	G566: Basta. Ello es sufficient
chambers	1	G2135: Eunuco. Castrated persona (tal siendo employed en Oriental lecho-chambers); por extensión impotent o unmarried hombre; por implicación, chamberlain (estado-oficial)
impotent	1	G2135: Eunuco. Castrated persona (tal siendo employed en Oriental lecho-chambers); por extensión impotent o unmarried hombre; por implicación, chamberlain (estado-oficial)
chamberlain	1	G2135: Eunuco. Castrated persona (tal siendo employed en Oriental lecho-chambers); por extensión impotent o unmarried hombre; por implicación, chamberlain (estado-oficial)
impersonal	1	G4517: Pasadlo. Probablemente afín a G4506 (ῥύομαι)); a strengthen, es decir, (impersonal pasivo) tener salud (como parting exclamación, bueno-bye)
bye	1	G4517: Pasadlo. Probablemente afín a G4506 (ῥύομαι)); a strengthen, es decir, (impersonal pasivo) tener salud (como parting exclamación, bueno-bye)
grating	1	G1030: Crujir. Grating (de teeth)
pebbles	1	G5585: Cuente. Uso pebbles en enumeration, es decir, (en general) a compute
approaching	1	G3134: Maranatha, es decir, exclamación de approaching divina judgment
sanctify	1	G48: Purifica. Hacer limpio, es decir, (figurativamente) sanctify (ceremonialmente o moralmente)
refer	1	G3004: Dijo. Propiamente, a "poner" adelante, es decir, (figurativamente) relate (en palabras (habitualmente de systematic o poner discurso; mientras que G2036 (ἔπω) y G5346 (φημί) en general refer a individuo expresión o habla respectively; mientras G4…
mint	1	G2238: Menta. Dulce-scented planta, es decir, mint
indignity	1	G819: Afrenta. Infamy, es decir, (en sentido subjetivo) comparativo indignity, (en sentido objetivo) deshonra
daringly	1	G5112: Resueltamente. Más daringly, es decir, con greater confianza que de otro modo
juveniles	1	G3512: Juveniles. Appertaining a younger personas, es decir, juvenile
younger	1	G3512: Juveniles. Appertaining a younger personas, es decir, juvenile
juvenile	1	G3512: Juveniles. Appertaining a younger personas, es decir, juvenile
twelfth	1	G1428: Duodécimo. Twelfth
transmission	1	G3862: Doctrina. Transmission, es decir, (en concreto) precept; especialmente, Judío traditionary ley
toper	1	G3943: Amador del vino. Staying cerca vino, es decir, tippling (toper)
calm	1	G5479: Gozo. Cheerfulness, es decir, calm deleite
consoler	1	G3875: Abogado. Intercessor, consoler
seducer	1	G5423: Engañadores. Mente-misleader, es decir, seducer
covetous	1	G4122: Engañó. Ser covetous, es decir, (por implicación) a sobre-alcanzar
armageddon	1	G717: Armagedón. Armageddon (o Har-Meggiddon), símboloic nombre
indisputable	1	G368: Contradicho. Indisputable
proclaimer	1	G2604: Predicador. Proclaimer
behave	1	G4176: He conversado. Behave como citizen (figurativamente)
lived	1	G3118: Larga. Largo-timed, es decir, largo-lived
wardens	1	G4755: Magistrado. General, es decir, (por implicación o analogía) a (militar) governor (prætor), jefe (præfect) de (Levitical) templo-wardens
governor's	1	G4232: Pretorio. Prætorium o governor's courtroom (veces incluido entero edifice y camp)
courtroom	1	G4232: Pretorio. Prætorium o governor's courtroom (veces incluido entero edifice y camp)
pleasing	1	G829: Soberbio. Sí mismo-pleasing, es decir, arrogante
wintering	1	G3915: Invernar. Wintering sobre
stimulating	1	G741: Sazonada. Preparar, es decir, spice (con stimulating condiments)
file	1	G4960: File junto (como soldados en ranks), es decir, (figurativamente) a correspond to
correspond	1	G4960: File junto (como soldados en ranks), es decir, (figurativamente) a correspond to
irreverent	1	G765: Impío. Irreverent, es decir, (por extensión) impious o malvado
midday	1	G3314: Mediodía. Midday; por implicación, sur
obvious	1	G4271: Notorio. Llano delante de todo hombres, es decir, obvious
arbitrate	1	G1018: Gobierne. Arbitrate, es decir, (genitivo caso) a govern (figurativamente, prevail)
unspeakable	1	G215: Indecibles. Unspeakable
loosening	1	G3080: Soltarte. Loosening, es decir, (especialmente), divorce
ceremony	1	G5412: Cargados. Carga arriba (propiamente, como vasija o animal), es decir, (figurativamente) a overburden con ceremony (o espiritual ansiedad)
unfit	1	G370: Indignos. Unfit
vocal	1	G5353: Fama. Declaración, es decir, musical nota (vocal o instrumental)
correspondence	1	G489: Recompensa. Requital, correspondence
lost	1	H9: Cosa. Concrete, algo lost; abstracto, destrucción, es decir, Hades
abstract	1	H11: Infierno. Abstract, perishing; concreto, Hades
acquiescent	1	H14: Quiso. Respirar después de, es decir, (figurativamente) a ser acquiescent
manger	1	H18: Pesebre. Manger o puesto
melon	1	H20: Los melones. Melon (solo plural)
abigail	1	H26: Abigail o Abigal, nombre de dos Israelitesses
provocative	1	H35: Apetito. Provocative de deseo; caper berry (de su stimulative gusto)
stimulative	1	H35: Apetito. Provocative de deseo; caper berry (de su stimulative gusto)
fuller	1	H53: Absalom. Abshalom, hijo de David; también (fuller forma) later Israelita
lamenting	1	H57: Llorosos. Lamenting
potter's	1	H70: Rueda. Pair de piedras (solo dual); potter's rueda o midwife's stool (consisting alike de dos horizontal disks con sostener entre)
disks	1	H70: Rueda. Pair de piedras (solo dual); potter's rueda o midwife's stool (consisting alike de dos horizontal disks con sostener entre)
abner	1	H74: Abner, un israelita
inflammatory	1	H76: Inflammatory pustule (como eruption)
swamps	1	H98: Estanques. Marsh; de aquí precipitarse (como growing en swamps); de aquí stockade de reeds
stockade	1	H98: Estanques. Marsh; de aquí precipitarse (como growing en swamps); de aquí stockade de reeds
reeds	1	H98: Estanques. Marsh; de aquí precipitarse (como growing en swamps); de aquí stockade de reeds
crowds	1	H102: Sus compañías. (solo plural) wings de ejército, o crowds de troops
postman	1	H104: Carta. Epistle (como carried por estado courier o postman)
fog	1	H108: Vapor. Fog
ruddy	1	H120: Hombre. Ruddy es decir, humano siendo (individuo o especie, mankind, etc..)
elder	1	H123: Edom, elder twin-hermano de Jacob; de aquí región (Idumea) occupied por él
complexion	1	H132: Rubio. Reddish (de cabello o complexion)
nobleman	1	H133: Admatha, Persian nobleman
amplitude	1	H145: Capas. Amplitude, es decir, (concreto) mantle; también (figurativamente) esplendor
sexually	1	H157: Amó. Tener afecto para (sexually o de otro modo)
aloe	1	H174: Como lináloes. Aloe madera (es decir, sticks)
proverbs	1	H176: Ú. Deseo (y así probablemente en Proverbs 31:4); de aquí (por modo de alternative) o, también si
alternative	1	H176: Ú. Deseo (y así probablemente en Proverbs 31:4); de aquí (por modo de alternative) o, también si
poker	1	H181: Tizón. Poker (para turning o gathering embers)
turnings	1	H182: Amor. Turnings (es decir, occasions); (adverbio) en cuenta de
occasions	1	H182: Amor. Turnings (es decir, occasions); (adverbio) en cuenta de
nothingness	1	H205: Maldad. Estrictamente nothingness; también aflicción. vanity, maldad; específicamente ídolo
contemptuous	1	H206: Avén. Aven, contemptuous synonym de tres lugares, uno en Coele-Siria, uno en Egipto (En), y uno en Palestina (Bethel)
depository	1	H214: Tesoros. Depository
uri	1	H221: Uri, nombre de tres Israelitas
oracular	1	H224: Urim, oracular brillo de figures en alto-priest's breastplate
figures	1	H224: Urim, oracular brillo de figures en alto-priest's breastplate
paddle	1	H240: Tus armas. Spade o paddle (como teniendo broad fin)
broadness	1	H241: Oído. Broadness. es decir, (concreto) oreja (de su forma en hombre)
expressive	1	H253: Ay. Oh! (expressive de aflicción o surprise)
unify	1	H258: Ponte. Unify, es decir, (figurativamente) recoger (propio thoughts)
riddles	1	H263: Declarando. Solution (de riddles)
accessory	1	H270: Tómala. Apoderarse (menudo con accessory idea de sujeción en posesión)
alai	1	H304: Alai. Achlai, nombre de un israelitass y de un israelita
loiter	1	H309: Dilató. Loiter (es decir, ser detrás); por implicación a procrastinate
hind	1	H310: Tras. Propiamente, hind parte; en general usado como adverbio o conjunción, después de (en varios sentidos)
backwards	1	H322: Atrás. Backwards
buckthorn	1	H329: Atad. Espino-árbol (especialmente buckthorn)
tapa	1	H331: Que tapa. Cerrar (lips o oídos); por analology a pacto (ventana por bevelled jambs)
impeded	1	H334: Cerrar arriba, es decir, impeded (como a uso de derecho mano)
desirable	1	H339: Isla. Propiamente, habitable mancha (como desirable); seco tierra, coast, isla
hating	1	H341: Enemigo. Hating; adversary
screamer	1	H344: Milano. Screamer, es decir, hawk
politically	1	H352: Carnero. Propiamente, fuerza; de aquí, cualquier cosa fuerte; específicamente jefe (politically); también carnero (de su fuerza); pilaster (como fuerte sostener); oak o otro fuerte árbol
stag	1	H354: Ciervo. Stag o masculino deer
adjunct	1	H376: Varón. Hombre como individuo o masculino persona; menudo usado como adjunct a más definite término (y en tal casos frequently no expressed en translation)
ethan	1	H387: Ethán. Ethan, nombre de cuatro Israelitas
brave	1	H393: Cruel. Violento; por implicación deadly; también (en bueno sentido) brave
fierceness	1	H395: Cruel. Fierceness
adjure	1	H422: Perjurar. Propiamente, a adjure, es decir, (habitualmente en malo sentido) imprecate
softened	1	H432: Porque si. Nay, es decir, (softened) si
neat	1	H441: Duque. Familiar; amigo, también gentle; de aquí, bullock (como siendo tame; aplicado, aunque masculino, a cow); y así, chieftain (como notable, como neat ganado)
muddle	1	H444: Vil. Muddle, es decir, (figurativamente y intransitivo) a volver (moralmente) corrupt
anal	1	H457: Nulos. Bueno para nada, por anal. vain o vanity; específicamente ídolo
elisabeth	1	H472: Elisabeth. Elisheba, esposa de Aaron
speechless	1	H483: Mudo. Speechless
discarded	1	H488: Han enviudado. Discarded (como divorced persona)
divorced	1	H488: Han enviudado. Discarded (como divorced persona)
widowhood	1	H491: Viudez. Concrete, widow; abstracto, widowhood
taming	1	H504: Bueyes. Familia; también (de sentido de yoking o taming) ox o cow
maidservant	1	H519: Sierva. Maidservant o femenino esclavo
trusty	1	H529: Fe. Established, es decir, (figurativamente) trusty; también (en abstracto) trustworthiness
ami	1	H532: Ami, un israelita
faithfulness	1	H543: Amén. Sure; abstracto, faithfulness; adverbio, truly
verity	1	H544: Verdad. Verity
tutelage	1	H545: Se educaba. Tutelage
expansive	1	H572: Costal. Propiamente, algo expansive, es decir, bag
singly	1	H582: Varones. Hombre en general (singly o colectivamente)
groaning	1	H592: Triste. Groaning
plumb	1	H594: Plomada. Conforme a más plumb-línea, y a otros gancho
parrot	1	H601: Garza. Unclean ave, quizá parrot (de su irascibility)
shrieking	1	H603: Gemido. Shrieking
gecko	1	H604: Erizo. Alguno clase de lizard, probablemente gecko (de su wail)
melancholy	1	H605: Enfermó. Ser frail, feeble, o (figurativamente) melancholy
hurt	1	H611: Muerte. Hurt
crops	1	H614: Cosecha. Gathered, es decir, (en abstracto) gathering en de crops
collected	1	H624: Veinte. Collected (solo en plural), es decir, colección de offerings)
promiscuous	1	H628: Gathered arriba junto, es decir, promiscuous assemblage (de pueblo)
hitch	1	H631: Ligó. Yugo o hitch; por analogía, a sujetar en cualquier sentido, a join batalla
interdict	1	H633: Edicto. Interdict
ester	1	H635: Esther. Ester, Judío heroine
heroine	1	H635: Esther. Ester, Judío heroine
contain	1	H662: Esforcéme. Contain, es decir, (reflejo.) abstenerse
knuckle	1	H679: Coyuntura de mano (es decir, knuckle); también (conforme a alguno) grupo-muro (Ezekiel 41:8)
ezekiel	1	H679: Coyuntura de mano (es decir, knuckle); también (conforme a alguno) grupo-muro (Ezekiel 41:8)
carbuncle	1	H688: Carbunclo. Ardiente, es decir, carbuncle o otro fiery gema
holes	1	H699: Ventanas. Lattice; (por implicación) ventana, dovecot (porque de pigeon-holes), chimney (con su apertures para humo), sluice (con openings para agua)
chimney	1	H699: Ventanas. Lattice; (por implicación) ventana, dovecot (porque de pigeon-holes), chimney (con su apertures para humo), sluice (con openings para agua)
sluice	1	H699: Ventanas. Lattice; (por implicación) ventana, dovecot (porque de pigeon-holes), chimney (con su apertures para humo), sluice (con openings para agua)
openings	1	H699: Ventanas. Lattice; (por implicación) ventana, dovecot (porque de pigeon-holes), chimney (con su apertures para humo), sluice (con openings para agua)
fourfold	1	H706: Fourfold
shuttle	1	H708: Telar. Weaving; braid; también shuttle
herding	1	H723: Establos. Herding-lugar para animal
tenacity	1	H730: Cedro. Cedar árbol (de tenacity de su roots)
rivers	1	H763: Mesopotamia. Aram de () dos rivers (Euphrates y Tigris) o Mesopotamia
toughness	1	H766: Plantará pino. Ash árbol (de su toughness)
hare	1	H768: Liebre. Hare
armenia	1	H780: Ararat (o más bien Armenia)
grove	1	H815: Árbol. Tamarisk árbol; por extensión, grove de cualquier clase
punished	1	H816: Algo. Ser guilty; por implicación a ser punished o perecer
presenting	1	H818: Hemos pecado. Guilty; de aquí, presenting asin-ofrenda
guiltiness	1	H819: Pecado. Guiltiness, fault, presentation de asin-ofrenda
